Name,PDF,Excel
"Table C-2. Hay fever, respiratory allergies, food allergies, and skin allergies in the past 12 months for children under age 18 years, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-2.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-2.xlsx
"Table C-3. Ever having been told of having a learning disability or attention deficit/hyperactivity disorder for children aged 3-17 years, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-3.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-3.xlsx
"Table C-4. Having a problem for which prescription medication has been taken regularly for at least 3 months for children under age 18 years, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-4.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-4.xlsx
"Table C-5. Respondent-assessed health status for children under age 18 years by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-5.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-5.xlsx
"Table C-6. Number of school days missed in the past 12 months because of illness or injury for children aged 5-17 years, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-6.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-6.xlsx
"Table C-7. Usual place of health care, and type of place, for children under age 18 years, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-7.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-7.xlsx
"Table C-8. Length of time since last contact with a health care professional for children under age 18 years, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-8.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-8.xlsx
"Table C-9. Selected measures of health care access for children under age 18 years by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-9.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-9.xlsx
"Table C-10. Emergency room visits in the past 12 months for children under age 18 years by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-10.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-10.xlsx
"Table C-11. Unmet dental need in the past 12 months and of length of time since last dental visit for children aged 2-17 years, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-11.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-11.xlsx
"Table C-12. Receiving special education or early intervention services for children under age 18 years, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-12.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_C-12.xlsx
"Table P-1. Respondent-assessed health status, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-1.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-1.xlsx
"Table P-2. Limitation in usual activities, and persons limited due to one or more chronic conditions, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-2.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-2.xlsx
"Table P-3. Persons having limitation in activities of daily living and instrumental activities of daily living among persons aged 18 and over, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-3.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-3.xlsx
"Table P-4. Limitation in work activity due to health problems among persons aged 18-69, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-4.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-4.xlsx
"Table P-5. Medically consulted injury and poisoning episodes, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-5.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-5.xlsx
"Table P-6. Medically consulted injury and poisoning episodes, by external cause and selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-6.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-6.xlsx
"Table P-7. Medically consulted injury and poisoning episodes, by activity engaged in at the time of the episode and selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-7.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-7.xlsx
"Table P-8. Medically consulted injury and poisoning episodes, by place of occurrence and selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-8.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-8.xlsx
"Table P-9. Persons who did not receive medical care or who delayed seeking medical care in the past year due to cost, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-9.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-9.xlsx
"Table P-10. Number of overnight hospital stays during the past 12 months, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-10.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-10.xlsx
"Table P-11. Type of health insurance coverage for persons under age 65 and for persons aged 65 and over, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-11.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-11.xlsx
"Table P-12. Any period without health insurance coverage during the past 12 months, among currently insured persons under age 65, and persons who were without coverage for 6 months or less or for 7-12 months, among currently insured persons under age 65, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-12.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-12.xlsx
"Table P-13. Length of time since last had health insurance coverage among currently uninsured persons under age 65, by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-13.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-13.xlsx
"Table P-14. Currently uninsured persons under age 65, by selected reasons for no health insurance coverage and by selected characteristics: United States, 2013",https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-14.pdf,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/NHIS/SHS/2013_SHS_Table_P-14.xlsx
